"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005839","GO:0005839","proteasome core complex","17/3443","20/19886",7.30916832852394e-11,4.92372157403295e-09,3.56715392109781e-09,"PSMB2/PSMB7/PSMB6/PSMA7/PSMB5/PSMB10/PSMB3/PSMA5/PSMA1/PSMB4/PSMA2/PSMA6/PSMB8/PSMB1/PSMF1/PSMA4/PSMA3",17
"GO:0005635","GO:0005635","nuclear envelope","136/3443","494/19886",7.12311981958117e-09,4.39852648859137e-07,3.18665886665473e-07,"ATP2A3/TMEM120B/NPC1/PRICKLE1/MYOF/PTGDS/MX1/RAN/EIF5A/DHX37/TMEM43/LMNB1/DTX2/CLIC1/BANF1/TUBB/MYO6/PRNP/EGFR/ENO1/SORT1/ITGB4/KPNA4/GAPDH/CCND2/MAD1L1/KPNA2/DHRS2/RAE1/SH3BGRL2/GNAQ/DNAJB12/CHMP3/MTOR/EI24/LMNA/TMEM18/TMEM201/KPNB1/CHMP6/MX2/CLMN/RGPD5/NUP88/IPO11/SPIN1/SLC52A3/MVP/IGF2R/TMEM38A/ATP5MF/PLA2G4A/SNUPN/INTS2/IFI27/RTCB/HTATIP2/ZC3HC1/DNAJC2/NUP214/HABP4/TMEM33/MCM3AP/PTGES/SYNE2/CBX5/NUP188/SMOX/POM121/NUP107/NUP210/SEPHS1/RANBP17/PCYT1A/SHISA5/NUP37/LYPLA1/RTEL1/EPC1/ARL6IP6/AAAS/CALR/UNC50/CENPF/TMEM147/NR4A1/UTP18/DCTN5/CHMP4B/OTULINL/OSBPL6/TOR3A/TRIM27/TNPO3/BNIP2/ERN1/GLE1/ATF6/GNAZ/LMO7/TYRO3/SURF4/TOR1B/RBM15/INSR/NDC1/ENY2/GTF3C3/PARP11/CHMP4C/WDR3/SYNE3/PLRG1/CETN2/CSE1L/IPO5/AKIRIN1/SEH1L/TEX2/LMNB2/DTL/QSOX2/NUP62/NSMF/HPN/VRK2/NUP93/SCRN1/IPO8/SUN1/NOC4L/UBE2I/NEMP1/POM121C/SEC13/ATP11B",136
"GO:0005788","GO:0005788","endoplasmic reticulum lumen","95/3443","313/19886",8.34890324686552e-09,4.75887485071334e-07,3.44772522745054e-07,"COL5A1/MSLN/VCAN/ERAP2/COL1A1/ARSB/LTBP1/FUCA2/COL9A2/TSPAN33/CALU/MFGE8/FKBP7/IL6/TMEM43/FKBP14/RCN1/SERPINH1/SUMF2/COL7A1/COL4A1/IGFBP4/CLU/CCN1/SPP1/COL6A2/ADAMTSL4/APOL1/LRPAP1/APOE/FBN1/COL18A1/PDIA5/FAM20C/ADAMTS13/COL14A1/COL4A2/MXRA8/CLN6/P3H2/C3/FKBP10/ADAM17/TNC/EVA1A/VWA1/COL26A1/COL4A5/MATN3/PDIA4/TSPAN5/APLP2/COL5A2/ARSD/COL8A1/COL8A2/ARSI/ARSA/NOTUM/P4HA1/PRSS23/PLOD3/TXNDC5/LIPC/H6PD/CES3/POGLUT3/IGFBP3/SERPINA1/SHISA5/COL27A1/GAS6/COL22A1/VCPIP1/MGAT4A/TXNDC16/C4A/SDF2L1/COL9A3/CALR/PNPLA2/UGGT1/FSTL1/RNASET2/DAG1/TOR3A/SIL1/CST3/TOR1B/GPX8/DBI/CHRDL1/B2M/CTSZ/TMEM132A",95
"GO:0005684","GO:0005684","U2-type spliceosomal complex","38/3443","92/19886",5.27595098477014e-08,2.79248548551048e-06,2.02310902423517e-06,"SF3A1/RBM8A/YJU2/U2AF2/SNRPA1/SNRPF/MFAP1/PRPF19/SNRPC/DHX16/SF3B4/PRPF6/PRPF31/LSM5/SNRNP40/XAB2/EFTUD2/RBM22/IK/CCDC12/PRPF38A/TFIP11/LSM6/MAGOHB/ZMAT2/SF3B3/PHF5A/LSM3/SNRPB2/SART1/BUD13/SNRNP200/LSM7/PLRG1/PPIL1/HTATSF1/PRPF40B/CWC15",38
"GO:0031252","GO:0031252","cell leading edge","117/3443","423/19886",6.01667884241903e-08,2.972239348155e-06,2.15333769097102e-06,"RAPGEF3/PLEKHH2/ARPIN/LIMA1/GSN/MAPT/TUBB3/CD44/LAYN/ASAP3/CYTH3/S100A11/MYO6/CADM4/PARVA/PSD3/EGFR/ABLIM3/RNH1/GABBR1/ITGB4/CORO1B/VIM/PDE4A/EPS8L2/IGF2BP1/TESK1/CIB1/CORO1C/BAIAP2/ADAM17/CFL1/NHERF1/DIAPH1/EPB41L5/NME2/CAPRIN1/CDC42BPB/TIAM1/PDLIM7/PLXND1/ITGAV/PTPN13/NEDD9/NME1/KNSTRN/TMEM87A/ADORA2A/ARAP3/ARHGEF4/SYNE2/PDE9A/PTK6/CORO1A/SNAP25/RASA1/STX4/PODXL/DPP9/AKAP5/ATP6V1B2/AJUBA/EVL/BCAR1/SH3BGRL3/ACTB/NCKAP1/AKT1/RAB13/FGD2/PTPRM/KSR1/FERMT1/PLCE1/FSCN1/KANK1/ARFIP2/TESC/PHPT1/ITGA5/SH2D3C/ADGRV1/DAG1/PXN/EZR/WIPF1/PALLD/MACF1/ARPC5/FGD1/LDB1/DBNL/ARF1/ATP7A/UNC5A/STX3/INSR/CSPG4/ARPC3/CYFIP1/KCNC3/VASP/SLC9A5/LCP1/FER/ACTR3/SGCE/NRBP1/PLCG2/AKT2/SPRY2/THY1/ERBB2/ACTN1/CTNNB1/MYADM/RASGRP2",117
"GO:0034399","GO:0034399","nuclear periphery","53/3443","150/19886",8.19587541231894e-08,3.79571480033021e-06,2.74993188176491e-06,"HNRNPM/FIGN/MAPT/TGFB1I1/KIF4A/EBNA1BP2/LMNB1/SMARCD1/HNRNPA2B1/EIF6/DCAF7/ATN1/VIM/LMNA/HLTF/PML/GFI1/CFL1/ANXA2/CEBPB/PSMA6/STAG1/ARID2/NCOR2/NUP107/ENC1/SCAF8/SMARCB1/ACTB/PIAS4/RUVBL2/SORBS1/CENPF/DGKQ/SUV39H1/ATXN7/CLIC4/DAG1/MYB/PBRM1/RUVBL1/ARFGEF1/PHF5A/PHB2/MBD1/TELO2/RNASEL/CXXC1/LMNB2/NSMF/NUP93/OGG1/SFPQ",53
"GO:0043202","GO:0043202","lysosomal lumen","39/3443","98/19886",1.17245420607019e-07,5.11052098057655e-06,3.70248696653746e-06,"VCAN/ARSB/PLD3/GAA/EPDR1/FUCA1/CTSV/PSAP/NEU1/LGMN/SDC4/BGN/CSPG5/PDGFRB/IFI30/LIPA/HYAL1/HSP90AA1/SMPD1/GNS/CTSL/ARSA/SDC3/TXNDC5/CTSF/CTSB/ATP13A2/SCARB2/HSPA8/GYG1/GLA/RNASET2/GPC5/MANBA/IDUA/CSPG4/CD74/TCN2/IDS",39
"GO:0062023","GO:0062023","collagen-containing extracellular matrix","117/3443","429/19886",1.36807781443395e-07,5.63192033608642e-06,4.08023207813634e-06,"GDF15/TIMP2/COL5A1/SERPINE1/APLP1/VCAN/ENTPD2/HDGF/INHBE/COL1A1/SEMA3B/CTSH/SERPINE2/PKM/LTBP1/COL9A2/HNRNPM/MFGE8/ANXA6/TGFB1I1/THBS2/NAV2/ICAM1/SERPINH1/S100A4/COL7A1/COL4A1/FBLN5/SERPINB8/PSAP/CLU/SERPINF2/EFEMP1/CCN1/LTBP2/L1CAM/ZP3/COL6A2/ADAMTSL4/FRAS1/FBLN2/LTBP3/BGN/MFAP2/ITGB4/ANXA8/NID2/LOXL2/APOE/FBN1/COL18A1/CCN2/COL14A1/COL4A2/ANGPTL4/P3H2/FREM2/BCAM/EFEMP2/TNC/VWA1/HSP90AA1/COL26A1/COL4A5/MATN3/EGFL7/SERPINF1/ANXA2/SRPX2/COL5A2/COL8A1/COL8A2/LOXL3/CTSL/ADAMTS1/SDC3/HAPLN3/PLOD3/MATN2/MXRA7/TGM2/SRPX/NTN1/CTSF/LRRC15/SERPINA1/ADAM11/CTSB/SPN/COL27A1/CILP/COL22A1/LAMA1/ACHE/COL9A3/CALR/SOD3/GREM1/EFNA5/ECM1/IL7/DLG1/DAG1/HTRA1/GPC5/ADAMTS9/SERPINB6/HMCN1/PLSCR1/LOXL4/LMAN1/ADAMTS10/CSPG4/SERPINB1/HMCN2/CTSZ/FBLN1",117
"GO:0031983","GO:0031983","vesicle lumen","94/3443","326/19886",1.50386562602948e-07,5.86507594151498e-06,4.24914941426613e-06,"TIMP2/PSMB7/SERPINE1/PADI2/LCN2/VCP/LRG1/PSMD11/CTSH/PKM/ARSB/GSN/HSP90AB1/FUCA2/ALDOA/FUCA1/PSMD14/PSMD3/PSMD2/PCYOX1L/PSMC3/CLU/SERPINF2/TUBB4B/TUBB/S100A11/NEU1/PSMD13/PSMD1/PSMA5/EGFR/HMGB1/IMPDH2/PSMD12/KPNB1/PSMC2/C3/FABP5/HSP90AA1/PYGL/CANT1/MVP/ANXA2/PSMA2/XRCC6/NME2/GNS/PPIA/ARSA/TXNDC5/VTI1B/PRDX6/NIT2/PA2G4/PSMD7/PSMB1/SERPINA1/CAND1/GAS6/JUP/XRCC5/SERPINI1/ADA/CNN2/HSPA8/PSMD6/GYG1/CDA/VAT1/GLA/VEGFB/SRP14/ECM1/RNASET2/ARPC5/COMMD9/DBNL/CYFIP1/RAB27A/SERPINB1/STK11IP/PFKL/VEGFC/MAGED2/B2M/UNC13D/SCCPDH/GPI/CTSZ/AMPD3/ACTN1/APRT/CCT2/MIF",94
"GO:0005765","GO:0005765","lysosomal membrane","119/3443","441/19886",1.98746793439768e-07,6.79299672850409e-06,4.92141250307136e-06,"LRP1/SYNGR1/ABCA2/PLD3/GAA/NPC1/TPCN1/ANXA6/LYN/AHNAK/SLC39A14/PSAP/AP1M2/NEU1/HLA-DMB/MYO6/ECE1/DTX3L/LAPTM4B/LAMTOR5/ARRB1/CD63/SORT1/MARCHF2/GPR137C/SLC66A1/SLC37A3/MARCHF9/TSPAN1/DEPTOR/GNAQ/ITM2C/CHMP3/MTOR/VLDLR/LRBA/HLA-DMA/RPTOR/NCSTN/SLC7A5/EEF1A2/CHMP6/ABCA5/EVA1A/ATP6V0A1/DAGLB/UBXN6/SLC17A5/TMEM192/PRCP/AP5S1/ANXA2/ATP6V0A2/MAGT1/SPNS1/P2RX4/MGST1/HLA-DQB1/VTI1B/DRAM1/RAB37/AP2M1/SLC38A7/LITAF/PLEKHM2/WDR11/RRAGD/TM6SF1/ATP13A2/MFSD1/ABCA3/ATP6V1B2/HLA-DRB1/LAPTM5/SCARB2/MMD/CLCN4/AP2B1/VPS33A/HSPA8/IRGM/LNPEP/SLC11A2/CLTA/AP5B1/GPR143/SLCO4C1/AP3M1/SLC48A1/ZFYVE26/CHMP4B/ITFG2/MARCHF8/MANBA/CYBRD1/RRAGB/SCARB1/TMEM179B/VPS35/BLOC1S2/SURF4/STARD3NL/LRRC8E/CHMP4C/SIDT2/TMEM74/STK11IP/RILP/SEH1L/CD74/B2M/BORCS8/CYB561A3/TMEM59/DNAJC13/RRAGA/SPAG9/SEC13/ATP11B",119
"GO:0098852","GO:0098852","lytic vacuole membrane","119/3443","441/19886",1.98746793439768e-07,6.79299672850409e-06,4.92141250307136e-06,"LRP1/SYNGR1/ABCA2/PLD3/GAA/NPC1/TPCN1/ANXA6/LYN/AHNAK/SLC39A14/PSAP/AP1M2/NEU1/HLA-DMB/MYO6/ECE1/DTX3L/LAPTM4B/LAMTOR5/ARRB1/CD63/SORT1/MARCHF2/GPR137C/SLC66A1/SLC37A3/MARCHF9/TSPAN1/DEPTOR/GNAQ/ITM2C/CHMP3/MTOR/VLDLR/LRBA/HLA-DMA/RPTOR/NCSTN/SLC7A5/EEF1A2/CHMP6/ABCA5/EVA1A/ATP6V0A1/DAGLB/UBXN6/SLC17A5/TMEM192/PRCP/AP5S1/ANXA2/ATP6V0A2/MAGT1/SPNS1/P2RX4/MGST1/HLA-DQB1/VTI1B/DRAM1/RAB37/AP2M1/SLC38A7/LITAF/PLEKHM2/WDR11/RRAGD/TM6SF1/ATP13A2/MFSD1/ABCA3/ATP6V1B2/HLA-DRB1/LAPTM5/SCARB2/MMD/CLCN4/AP2B1/VPS33A/HSPA8/IRGM/LNPEP/SLC11A2/CLTA/AP5B1/GPR143/SLCO4C1/AP3M1/SLC48A1/ZFYVE26/CHMP4B/ITFG2/MARCHF8/MANBA/CYBRD1/RRAGB/SCARB1/TMEM179B/VPS35/BLOC1S2/SURF4/STARD3NL/LRRC8E/CHMP4C/SIDT2/TMEM74/STK11IP/RILP/SEH1L/CD74/B2M/BORCS8/CYB561A3/TMEM59/DNAJC13/RRAGA/SPAG9/SEC13/ATP11B",119
"GO:0001726","GO:0001726","ruffle","60/3443","182/19886",2.01681414341552e-07,6.79299672850409e-06,4.92141250307136e-06,"LIMA1/LAYN/ASAP3/CYTH3/S100A11/MYO6/PSD3/EGFR/PDE4A/EPS8L2/CIB1/CORO1C/BAIAP2/ADAM17/CFL1/NHERF1/DIAPH1/EPB41L5/NME2/TIAM1/PDLIM7/ITGAV/NME1/KNSTRN/TMEM87A/ARAP3/ARHGEF4/PDE9A/PTK6/RASA1/PODXL/ATP6V1B2/BCAR1/SH3BGRL3/NCKAP1/FGD2/KSR1/FERMT1/FSCN1/KANK1/ARFIP2/TESC/ITGA5/SH2D3C/EZR/WIPF1/PALLD/MACF1/FGD1/DBNL/CSPG4/CYFIP1/LCP1/PLCG2/AKT2/SPRY2/ERBB2/ACTN1/MYADM/RASGRP2",60
"GO:0060205","GO:0060205","cytoplasmic vesicle lumen","93/3443","325/19886",2.55870475488396e-07,8.2434792320392e-06,5.9722628146033e-06,"TIMP2/PSMB7/SERPINE1/PADI2/LCN2/VCP/LRG1/PSMD11/CTSH/PKM/ARSB/GSN/HSP90AB1/FUCA2/ALDOA/FUCA1/PSMD14/PSMD3/PSMD2/PCYOX1L/PSMC3/CLU/SERPINF2/TUBB4B/TUBB/S100A11/NEU1/PSMD13/PSMD1/PSMA5/HMGB1/IMPDH2/PSMD12/KPNB1/PSMC2/C3/FABP5/HSP90AA1/PYGL/CANT1/MVP/ANXA2/PSMA2/XRCC6/NME2/GNS/PPIA/ARSA/TXNDC5/VTI1B/PRDX6/NIT2/PA2G4/PSMD7/PSMB1/SERPINA1/CAND1/GAS6/JUP/XRCC5/SERPINI1/ADA/CNN2/HSPA8/PSMD6/GYG1/CDA/VAT1/GLA/VEGFB/SRP14/ECM1/RNASET2/ARPC5/COMMD9/DBNL/CYFIP1/RAB27A/SERPINB1/STK11IP/PFKL/VEGFC/MAGED2/B2M/UNC13D/SCCPDH/GPI/CTSZ/AMPD3/ACTN1/APRT/CCT2/MIF",93
"GO:0034774","GO:0034774","secretory granule lumen","92/3443","322/19886",3.19367377163339e-07,9.86046776991809e-06,7.14374396286416e-06,"TIMP2/PSMB7/SERPINE1/PADI2/LCN2/VCP/LRG1/PSMD11/CTSH/PKM/ARSB/GSN/HSP90AB1/FUCA2/ALDOA/FUCA1/PSMD14/PSMD3/PSMD2/PCYOX1L/PSMC3/CLU/SERPINF2/TUBB4B/TUBB/S100A11/NEU1/PSMD13/PSMD1/PSMA5/HMGB1/IMPDH2/PSMD12/KPNB1/PSMC2/C3/FABP5/HSP90AA1/PYGL/CANT1/MVP/ANXA2/PSMA2/XRCC6/NME2/GNS/PPIA/ARSA/TXNDC5/VTI1B/PRDX6/NIT2/PA2G4/PSMD7/PSMB1/SERPINA1/CAND1/GAS6/JUP/XRCC5/SERPINI1/CNN2/HSPA8/PSMD6/GYG1/CDA/VAT1/GLA/VEGFB/SRP14/ECM1/RNASET2/ARPC5/COMMD9/DBNL/CYFIP1/RAB27A/SERPINB1/STK11IP/PFKL/VEGFC/MAGED2/B2M/UNC13D/SCCPDH/GPI/CTSZ/AMPD3/ACTN1/APRT/CCT2/MIF",92
"GO:0005759","GO:0005759","mitochondrial matrix","128/3443","487/19886",3.39499109357876e-07,1.00627536013674e-05,7.29029666410596e-06,"CCNB1/OGDHL/SOD2/ACOT2/KARS1/MRPL9/HIBADH/IDH3B/FPGS/MRPS15/ALDH1L2/ETHE1/PDHX/PITRM1/MRPS7/HSPE1/NAT8L/SSBP1/SOD1/AK3/PDP1/FASTKD2/HIBCH/NDUFA9/ATAD3A/DHRS2/MTHFD1L/MRPL27/ALDH1B1/MRPL51/ACO2/HSPD1/MAIP1/ELAC2/MRPL35/ACADVL/MRPL3/TYMS/PRORP/POLG/TXNRD2/NDUFB8/ERAL1/ATP5PB/ADPRS/MRPL11/MRPL20/PTCD3/NDUFS3/TRMT2B/MTG2/PNPT1/BCO2/ABAT/MCCC1/MRPS22/DTYMK/IVD/DHTKD1/AURKAIP1/MRPL23/MRPS34/MRPL22/MPV17L2/IBA57/GADD45GIP1/PC/MRPL55/GCDH/WARS2/SLC25A5/MRPL54/MRPL45/NDUFA10/MRPL39/POLDIP2/HOGA1/PRDX3/MRPS16/ALDH4A1/CCAR2/MRPL58/COASY/NUBPL/MRPL15/NSUN4/DHFR2/TRUB2/MRPS18C/PDPR/AKR1B15/TBRG4/ABCE1/PYCR1/LARS2/BOLA3/FASTKD5/HSD17B10/RPUSD4/MRPS35/MRPL38/LYRM4/GSTZ1/LACTB2/NADK2/TMLHE/SIRT5/PPIF/ACSF2/TOP3A/PUS1/PRODH/TIMM44/EARS2/RNASEL/FAHD1/TWNK/ACSS2/LRRK2/NR3C1/ATP5F1E/IDH2/YARS2/OGG1/NMNAT3/MRPS11/GARS1/PDP2",128
